apostate,14319
apostasy,104000
apostle,18036
apostrophe,34230
apothecary,266
apotheosis,8589
app,5955
apparatchik,2488
apparatus,16750
apparel,16378
apparition,8726
appeal,10186
appeasement,108130
appellant,24911
appellation,1
appendage,35412
appendectomy,42900
appendicitis,35496
appendix,5757
appetite,14440
appetizer,22029
applause,30455
"the apple of someone's eye",30340
"(as) American as apple pie",24420
"in apple-pie order",33383
"apple polisher",15533
applesauce,21798
appliance,17038
applicability,97467
applicant,41814
applicator,39096
"appliqué",37050
appointee,86357
apportionment,108053
apposition,19722
appraisal,35692
appraiser,86340
appreciation,10158
apprehension,3553
apprehensiveness,104006
apprentice,32536
apprenticeship,12989
approachability,91452
approbation,23032
appropriateness,91082
appropriation,22301
approximation,14801
appurtenance,36558
APR,36704
apricot,12607
"April Fools' Day",23340
apron,4495
apse,10904
aptness,91078
aptitude,31316
aqua,17577
aquamarine,24120
aquarium,39363
Aquarius,35142
aqueduct,4167
aquifer,36652
Arab,17634
arabesque,27285
Arabic,31014
arachnid,8760
arbiter,17087
arbitrage,8473
arbitrager,86436
arbitrariness,91535
arbitration,3484
arbitrator,14405
arbor,38989
arboretum,18051
arc,50
arcade,10291
arcadia,17375
arch,26862
archness,91802
archaeology,29069
archeologist,84184
archaism,27212
archangel,12550
archbishop,21085
archbishopric,32405
archconservative,20934
archdeacon,31912
archdiocese,40888
archduchess,6251
archduke,14952
archenemy,1155
archer,34159
archery,798
archetype,12981
archipelago,32068
architect,9645
architecture,13666
archive,6227
archivist,1321
archrival,319
archway,9020
ardor,26631
arduousness,91026
"in the area of",27019
arena,43122
argon,5456
argot,10109
arguer,86977
argumentation,21760
aria,22017
aridity,97414
Aries,37768
aristocracy,31241
aristocrat,148
arithmetic,43052
Ark,25302
"an arm and a leg",6781
"the long arm of the law",17716
"lay down your arms",23855
armada,23361
armadillo,6171
Armageddon,34487
armament,21308
armature,36571
armband,9831
armchair,7907
armful,21823
armhole,9642
armistice,33025
"Armistice Day",23492
armload,32480
armoire,22406
armor,3117
armorer,38141
armory,18423
armpit,9051
armrest,16839
aroma,22700
aromatherapy,37252
arousal,94584
arpeggio,3522
arraignment,104691
arranger,22476
array,6693
arrears,27483
arrogance,36229
arrow,41513
arrowhead,13965
arrowroot,41570
arsenal,10070
arsenic,41956
arson,12881
arsonist,86457
arteriosclerosis,33678
artery,7692
artfulness,95547
arthritis,20265
arthritic,86411
artichoke,25813
articulateness,91806
articulation,4149
artifact,21679
artifice,2100
artificiality,90806
artillery,29109
artisan,4800
artiste,7160
artistry,26782
artlessness,95532
"art theater",24716
artwork,32801
arugula,27750
asbestos,9241
ascendance,19209
ascendancy,24426
ascension,26112
ascent,14311
asceticism,95851
ASCII,17381
ascot,26320
ash,4428
ashram,19836
ashtray,41817
"Ash Wednesday",38240
Asian,24630
asp,10713
asparagus,39654
aspect,30806
aspen,34310
asperity,1388
asphalt,7516
asphyxia,24717
asphyxiation,101791
aspic,12245
aspirant,13967
aspirate,8766
aspiration,10493
aspirin,33834
assailant,19916
assassin,28589
assassination,98092
assault,15070
assemblage,20114
assembly,20185
assemblyman,6617
assemblywoman,34629
assertion,98029
assertiveness,96249
assessment,18254
assessor,389
asset,8551
assiduity,95575
assiduousness,95577
assignor,86425
assignation,16206
assignment,23715
assimilation,99563
"associate's degree",36745
"Association football",38018
assonance,41935
assortment,22464
assumption,7506
assurance,39152
aster,4203
asterisk,8358
asteroid,14881
asthma,7855
astigmatism,5576
astonishment,16389
astrakhan,9951
astringency,96383
astrology,7533
astrologer,86430
astronaut,33659
astronomy,5853
astronomer,86432
astrophysics,29649
astrophysicist,86505
astuteness,94335
asylum,18588
asymmetry,96995
atelier,31213
atheist,26638
atheism,100872
athlete,17357
athleticism,7141
athletics,38077
"athletic supporter",38202
Atlantis,4244
atlas,40158
ATM,6206
atoll,36387
atom,25372
atomizer,3710
atonement,103373
atrium,8980
atrocity,3425
atrophy,7584
"attaché",32013
"on attachment",1509
attacker,86507
attainment,14054
"an attempt on someone's life",31337
attendant,34770
attendee,11569
attender,9828
attentiveness,91508
attenuation,95429
attestation,97940
attic,40375
attire,18045
attorney,17159
attractiveness,91242
attribution,102731
attribute,27589
attrition,20303
ATV,37961
aubergine,26155
auction,4201
auctioneer,37021
audaciousness,90159
audacity,28369
audibility,95260
audio,25466
audiotape,2082
audit,16869
audition,9263
auditor,30480
auditorium,37509
auger,40184
augmentation,105187
august,13268
auk,15302
auntie,3098
aura,21032
auspices,110194
"under the auspices of",36996
auspiciousness,96217
Aussie,33057
austerity,4779
Australian,14069
Austrian,25571
authenticity,90620
authentication,104231
authoress,9433
authoritarianism,108094
authority,18284
"have it on good/excellent authority",37078
authorization,108275
authorisation,96304
authorship,16593
autism,23508
auto,10557
autobiography,7592
autobiographer,86514
autocracy,21447
autocrat,40864
autograph,20725
automaker,9422
automation,84542
"automated teller",7992
automatic,15455
"automatic teller machine",15199
automaton,1370
automobile,23500
autonomy,22380
autopilot,35150
autopsy,10441
auxiliary,6303
avail,24285
availability,91063
avalanche,39593
avarice,20190
avatar,22211
avenger,86520
avenue,24411
aversion,6432
aviary,32048
aviation,19621
aviator,18864
avidity,104112
avocado,37266
avocation,20872
avoidance,14668
avowal,29364
awakening,110276
awe,11264
awfulness,90646
awkwardness,90533
awl,26271
awning,24877
"escape the ax",18425
"give (someone) the ax",36859
"take the/an ax to",5302
axiom,13670
axis,9363
axle,35961
aye,4641
azalea,72
AZT,12846
azure,10372
baa,36634
babbler,87589
babble,10597
babe,1441
"babe in the woods",20993
babel,2409
baboon,23991
"throw out the baby with the bathwater",2390
babyhood,111899
babysitter,86468
baccy,8587
bachelor,729
bachelorhood,102721
bachelorette,40986
bacillus,1267
"at/in the back of your mind",11104
"behind someone's back",29535
"break the back of",29526
"get your back up",40155
"on the back of",37274
"put someone's back up",29489
"put your back into",1223
"see the back of",313
"watch someone's back",35988
backache,11186
backbench,26608
backbencher,86476
backbiting,23501
backboard,21093
backbone,423
"on the back burner",9857
backchat,2801
backcloth,22733
backdrop,15512
backer,34521
backfield,30754
backgammon,11306
backhand,27678
backhander,40553
backhoe,1450
backlash,34364
backlog,40042
"back matter",7237
"the back of beyond",27767
backpack,3558
backpacker,86478
backrest,11285
backseat,16688
backside,43041
backslapping,37012
backslapper,86480
backslash,36607
backslider,85088
backspace,15952
backspin,21879
backstabbing,13190
backstop,8479
backstraight,14436
backstreet,10423
backstretch,37233
backstroke,26402
backswing,3441
backup,9170
backwardness,94221
backwater,42574
backwoods,39810
backwoodsman,4451
backyard,26844
bacon,14129
"bring home the bacon",39582
bacteriology,4335
bacteriologist,86482
bacterium,15451
badness,95410
baddie,17162
badge,20171
badger,8592
badlands,18516
badminton,28158
bafflement,94621
baffle,27681
bagel,29123
bagful,22310
baggage,18569
bagpipe,17521
baguette,40932
bail,3151
bailiff,32390
bailout,21623
bairn,36373
bait,14388
baker,24287
bakery,10917
balaclava,11361
balcony,29042
baldness,112174
balderdash,38452
bale,5968
balk,8821
"get/set/start the ball rolling",29722
"keep the ball rolling",30847
"keep your eye on the ball",37997
"the ball is in your court",7180
ballad,9505
ballast,22533
ballerina,23406
ballet,904
ballistics,18079
balloon,27218
"go over like a lead balloon",33377
ballooning,6593
balloonist,86561
"balloon payment",971
ballot,3704
"stuff the ballot box",36282
balloting,25695
ballpark,22397
ballplayer,26218
ballroom,3755
ballyhoo,31657
balm,19225
baloney,32283
balsa,37317
balsam,10732
"balsam fir",15071
baluster,10935
balustrade,39797
bam,30612
bamboo,14601
ban,1056
banality,9141
"to beat the band",25090
bandage,5088
bandanna,5523
bandit,22252
banditry,108409
bandleader,18777
bandmaster,35426
bandolier,10748
bandsman,20714
bandstand,29777
bandwagon,34191
bandwidth,1203
bane,38695
bang,2984
"bang for the buck",40348
"get a bang out of",9905
banger,38091
bangle,19384
bangs,38696
banishment,103972
banister,20088
banjo,32150
bankbook,9597
banker,1261
"banker's card",39115
banknote,26232
bankroll,28469
bankrupt,16950
bankruptcy,11928
banner,565
banns,17965
banquet,41153
banshee,41528
bantam,42881
bantamweight,18873
banter,33910
banyan,11712
bap,5259
baptism,18426
Baptist,10224
barb,42746
barbarian,2085
barbarism,8186
barbarity,37353
barbarousness,90187
barbecue,41035
barbell,37071
barber,21881
barbershop,4852
barbie,12109
barbiturate,31055
barbwire,35539
bard,8998
bareness,91331
barfly,17741
bargain,3637
"drive a hard bargain",5661
bargainer,85374
bargaining,106561
barge,5254
bargepole,28869
barista,26034
baritone,4649
barium,21355
bark,5085
barkeep,39616
barker,17067
barley,30889
barmaid,31197
barman,8128
barn,117
barnacle,39418
barnyard,11981
barometer,27671
baron,5792
baroness,17031
baronet,12769
baronetcy,98472
barony,13792
barracking,107996
barracks,20845
barracuda,647
barrage,4502
barrel,6272
"a barrel of laughs",9101
"more fun than a barrel (full) of monkeys",42200
barrenness,97419
barrette,39986
barricade,3998
barrier,9902
"barrier reef",22079
barrio,22959
barrister,39739
barroom,25294
barrow,5247
bartender,1604
barter,6119
basalt,37806
"cover all the bases",7246
"touch all the bases",1986
baseness,90370
baseboard,1486
baseline,7568
basement,24181
"base path",9877
bash,4584
"have a bash at",12144
bashfulness,103737
"get/go back to (the) basics",37868
basil,6433
basilica,23502
basilisk,24776
basin,9303
basket,15135
basketful,97623
basketry,17322
basketwork,43121
"bas mitzvah",18247
bass,5273
bassinet,7456
bassist,14777
bassoon,22232
bassoonist,86552
bastion,15097
bat,4555
"go to bat for",26318
"off your own bat",32618
batboy,40467
batch,17749
bather,85453
bathing,107139
bathe,288
bathhouse,12471
bathos,34892
bathrobe,38486
"go to the bathroom",17136
bathtub,11570
bathwater,24390
baton,31705
batsman,15303
battalion,14295
batten,27877
batter,7930
battering,19824
battery,1933
"in the heat of (the) battle",19734
battle-ax,29188
battlefield,34699
battleground,17179
battlement,15177
battleship,9491
bauble,3356
bauxite,12415
bay,7252
bayonet,7759
bayou,35160
bazaar,18936
bazooka,32659
b-ball,6831
"BB gun",30768
"beach buggy",15462
beachcomber,12160
beachfront,7849
beachhead,30406
beachwear,17184
beacon,41120
bead,17947
"draw a bead on",8456
beading,10547
beadwork,38043
beagle,8145
beak,13040
beaker,1205
"the be-all and end-all",30399
beam,5913
bean,1431
"not know beans about",10328
beanbag,20550
beanie,13905
beanpole,3780
beard,31818
bearer,3428
"get/find your bearings",22344
bearskin,3384
beast,385
beastliness,90267
beater,42217
beatification,102225
beatnik,30217
beau,35358
beaut,32891
beautician,5239
beautification,107279
"the beauty part",33516
beaver,34792
bebop,16510
beck,32617
"at someone's beck and call",23001
"get up on the wrong side of the bed",16060
"make your bed and lie in it",3272
bedbug,7349
bedchamber,2572
bedclothes,8525
bedcover,6267
bedfellow,9404
bedhead,34547
bedlam,28357
Bedouin,10786
bedpan,12684
bedpost,26659
bedrock,9288
bedroll,22048
bedsheet,21583
bedside,25939
bedsit,15383
bedsore,9373
bedspread,38155
bedstead,23321
bedtime,40000
bee,4336
"(as) busy as a bee",6829
"have a bee in your bonnet",3782
"the Beeb",15628
beech,31697
beef,6877
beefburger,7515
beefcake,781
Beefeater,25322
beefsteak,39501
beehive,5377
beekeeper,8341
beekeeping,108847
"make a beeline for",23922
beep,7607
beeper,17896
beeswax,27736
"none of your beeswax",41864
beet,16069
beetle,21463
beetroot,34430
begetter,88133
beggar,5180
"beggars can't be choosers",1616
beginner,40029
begonia,6411
behalf,97291
"on behalf of someone",9566
behemoth,13766
behest,106515
"at the behest of someone",31441
beholder,86650
beige,7715
belfry,38538
"bats in the/your belfry",30733
"to the best of your belief",25659
believer,86618
belittling,92807
"give (someone) a bell",36141
"have/get your bell rung",27450
belladonna,6322
bellboy,13779
belle,35783
bellhop,42907
bellicosity,91737
belligerence,91744
belligerent,23239
bellows,31820
bellwether,14092
belly,1497
bellyache,20336
abandoned,2600
abashed,2108
aberrant,6692
abhorrent,40948
abiding,4379
abject,1171
ablaze,27523
abnormal,6630
abominable,6523
abortive,43061
aboveboard,23282
aboveground,1881
abridged,95816
abrupt,31789
abscessed,104914
absentminded,27192
absolute,21144
absorbable,95847
absorbing,90195
absorbent,39999
abstemious,33997
abstruse,8435
absurd,6918
abundant,6756
abused,95723
abusive,26181
abuzz,1108
abysmal,5860
accelerated,92993
accented,36166
accessible,11994
accidental,22011
accommodating,12783
accomplishable,106168
accomplished,41970
accountable,31451
accoutred,1159
accredited,97316
accrued,92596
accumulative,33677
accursed,39518
accusatory,26739
accusing,92839
accustomed,42186
acerbic,20866
achy,106971
achievable,106166
acidic,41095
acknowledged,95693
acoustic,3103
acquainted,15763
acquiescent,31794
acquisitive,31849
acrid,20420
acrimonious,41702
acrobatic,96557
actionable,38709
actuarial,98737
acute,26644
adamant,25498
adaptable,37447
addicted,2066
addictive,28255
addled,93367
adenoidal,89969
adequate,6120
adjacent,25257
adjectival,98708
adjustable,93186
administrative,20350
admirable,39781
admissible,16095
admonitory,93083
adoptive,10097
adorable,728
adoring,91135
adrift,5936
adroit,17596
adulterated,105603
adulterous,92973
advantageous,32104
adventuresome,37647
adventurous,9002
adversarial,19976
adverse,42513
advisable,42476
aerobic,34109
aerodynamic,98914
aeronautical,101162
affable,3326
affectionate,26511
affiliated,105175
affirmative,40338
affluent,26050
affordable,92883
afire,32785
aflame,23910
afloat,32856
aflutter,30766
afoot,37258
aforementioned,918
aforesaid,36609
aforethought,30541
aft,31642
agape,39879
ageless,29429
aggravated,21178
aggressive,7966
aggrieved,37263
aghast,922
agile,40837
agitated,96763
agleam,37006
aglitter,34976
aglow,31798
agog,1062
agonized,24605
agonizing,21893
agoraphobic,96741
agrarian,42923
agreeable,20204
ailing,102582
aimless,7876
airborne,25606
airsick,12124
airtight,27538
airworthy,32867
airy,35080
ajar,5036
akimbo,28257
akin,27014
aldermanic,97823
algebraic,99898
alienated,91151
alight,9573
alike,10556
"bring (something) alive",22842
alkaline,39338
alleged,27269
allegorical,105213
allergenic,102126
allergic,17390
allied,34712
alliterative,105150
allotted,92565
allover,24145
allowable,92008
"all-singing, all-dancing",18845
alluring,6170
allusive,92190
alluvial,27872
almighty,18354
aloof,36918
alphabetical,36502
alphanumeric,30621
alpine,26715
alternating,91853
altruistic,96285
alveolar,38675
amateurish,5575
amatory,7337
amazed,30526
amazing,10189
ambassadorial,97769
ambidextrous,7355
ambient,41242
ambiguous,24294
ambitious,27637
ambivalent,17619
amenable,33991
amiable,4997
amicable,23978
Amish,16140
amiss,3829
amebic,97773
amoral,29301
amorous,29751
amorphous,31988
amphibious,32227
ample,5899
amusing,33584
anachronistic,102809
anaerobic,12013
analog,27794
analogous,25301
analytical,12837
analyzable,104350
anarchic,23738
anarchistic,102068
ancestral,90007
ancillary,39327
androgynous,27965
anecdotal,94326
anemic,9746
angelic,89516
Anglophone,22430
anguished,90290
angular,34813
animate,4773
animated,26783
annoyed,102401
anodyne,7383
anomalous,8502
anonymous,35092
answerable,36752
antagonistic,11540
antarctic,42394
antebellum,18721
antediluvian,17622
antenatal,18662
anterior,11102
anthropoid,22828
anthropological,98519
anthropomorphic,38773
antiaircraft,41651
antibacterial,23490
antic,4242
anticipatory,96384
anticlimactic,101973
anticlockwise,15444
anticyclonic,101830
antilock,16075
antipathetic,89881
antipersonnel,11393
antipodean,101840
antiquated,17356
antisocial,32964
antitank,27612
antithetical,11610
antitrust,8897
antivirus,29844
antlered,104988
antsy,3801
anxious,13700
aortic,101859
apathetic,19571
apelike,89979
aphoristic,94307
aplenty,36754
apocalyptic,42942
apocryphal,24919
apolitical,30193
apologetic,28267
apoplectic,1020
apostolic,27476
appalling,23009
apparent,14115
appealing,27792
appellate,5061
appetizing,39932
applicable,27497
apposite,32680
appreciable,38800
appreciative,89411
apprehensive,3130
approachable,11597
appropriate,6577
approximate,6392
apropos,16775
apt,17689
aquatic,18737
aqueous,13669
aquiline,21454
aquiver,39310
Arabian,20599
arable,19238
arbitrary,11315
arboreal,40838
arcane,20376
arched,101737
archeological,79343
archaic,35790
archetypal,93128
architectural,98474
archival,101812
arctic,25369
ardent,41192
arduous,13141
arguable,31378
argumentative,9031
arid,43111
aristocratic,107558
arithmetical,79863
armored,19499
aromatic,30247
arrant,24412
arrogant,12515
arteriosclerotic,98663
arterial,101797
artful,34509
articulate,25735
articulated,28907
artificial,37165
artistic,26022
artless,34592
artsy,40746
arty,11185
ascendant,1505
ascertainable,92029
ascetic,19537
aseptic,14983
asexual,20150
ash-blond,2620
ashen,15287
Asiatic,17165
asinine,19576
asleep,18636
aspiring,96303
assertive,10877
assiduous,34856
assignable,96234
assorted,6226
asthmatic,34190
astigmatic,96330
astir,20254
astonished,3575
astonishing,21575
astounded,25880
astounding,40307
astral,35111
astringent,8907
astrological,98536
astronomical,34325
astrophysical,98514
astute,13282
asymmetrical,4500
asymptomatic,29341
atavistic,16209
atheistic,99648
athletic,4914
atmospheric,41819
atomic,7212
atonal,350
atrocious,18852
attainable,106176
attentive,27684
attired,27679
attitudinal,34791
attributable,1100
attributive,38833
atwitter,37601
atypical,1717
auburn,638
audacious,16205
audible,1154
audiovisual,33687
auditory,16929
aural,13939
auspicious,16134
austere,4121
authentic,12623
authoritarian,35755
authoritative,10176
autistic,102595
autobiographical,101605
autobiographic,101604
autocratic,91927
autographed,104700
automated,97294
automotive,24622
autonomous,1594
autumnal,33232
avaricious,95713
averse,90023
avian,24939
avid,24321
avocational,101643
avoidable,93508
avowed,14324
avuncular,36100
awake,2772
awash,25127
awed,105358
awestruck,34268
awful,19270
awkward,944
AWOL,9672
awry,25597
axiomatic,24346
babyish,91796
backless,96889
backbreaking,5721
backdoor,17973
backhanded,6173
back-of-the-envelope,7712
backstairs,21855
bacteriological,98575
bacterial,99594
"from bad to worse",18967
"in a bad way",34332
baffling,92039
baggy,26085
bald,3659
balding,11116
baleful,42286
balky,9213
balletic,101520
ballistic,101522
balmy,7223
banal,34573
bananas,17916
"go bananas",12860
baneful,14879
bankable,513
baptismal,97803
barbaric,12437
barbarous,20037
barbecued,94720
barbed,39554
bare,15267
barefaced,31778
bare-knuckle,2806
